id,rideHailManagerId,vehicleType,initialLocationX,initialLocationY,shifts,geofenceX,geofenceY,geofenceRadius
rideHailVehicle-047902-2013001304170-0-7179199, GlobalRHM, Car,538947.8374,4176287.687,{10:25200};{25300:80000},,,
rideHailVehicle-020700-2015001260178-0-6668092, GlobalRHM, Car,555167.1843,4174984.463,{10:25200};{25300:80000},,,
rideHailVehicle-016100-2013000299037-0-3358212, GlobalRHM, Car,547760.4648,4179333.339,{10:25200};{25300:80000},,,
rideHailVehicle-013500-2015000443201-0-5647717, GlobalRHM, Car,549343.0586,4185134.489,{10:25200};{25300:80000},,,
rideHailVehicle-012000-2012001332565-0-4117868, GlobalRHM, Car,551284.0028,4182650.566,{10:25200};{25300:80000},,,
rideHailVehicle-026303-2013000882280-0-1456534, GlobalRHM, Car,545926.5575,4178238.028,{10:25200};{25300:80000},,,
rideHailVehicle-047902-2012000446359-0-1704723, GlobalRHM, Car,544559.3311,4180711.766,{10:25200};{25300:80000},,,
rideHailVehicle-032602-2016001358668-0-7062546, GlobalRHM, Car,546397.8602,4178924.545,{10:25200};{25300:80000},,,
rideHailVehicle-026100-2012000066457-0-948961, GlobalRHM, Car,546533.6912,4174101.92,{10:25200};{25300:80000},,,
rideHailVehicle-022901-2012000981507-0-7047110, GlobalRHM, Car,549307.1897,4175592.985,{10:25200};{25300:80000},,,
rideHailVehicle-012902-2016000616747-0-3995175, GlobalRHM, Car,551600.7412,4184531.706,{10:25200};{25300:80000},,,
rideHailVehicle-012501-2013001183738-0-6409945, GlobalRHM, Car,551915.1737,4185451.517,{10:25200};{25300:80000},,,
rideHailVehicle-600200-2015000929834-0-962366, GlobalRHM, Car,547398.6117,4176545.372,{10:25200};{25300:80000},,,
rideHailVehicle-025701-2016000596503-0-7568120, GlobalRHM, Car,552138.6564,4177157.128,{10:25200};{25300:80000},,,
rideHailVehicle-021800-2013000371919-0-5656102, GlobalRHM, Car,551501.7164,4180641.199,{10:25200};{25300:80000},,,
rideHailVehicle-030101-2015001362468-1-1969864, GlobalRHM, Car,545239.8092,4184666.431,{10:25200};{25300:80000},,,
rideHailVehicle-031400-2014000788156-0-569458, GlobalRHM, Car,551274.9055,4179511.59,{10:25200};{25300:80000},,,
rideHailVehicle-016300-2016000772596-0-7563052, GlobalRHM, Car,550272.6693,4178278.801,{10:25200};{25300:80000},,,
rideHailVehicle-030102-2016000915765-0-7316424, GlobalRHM, Car,552458.1021,4183388.721,{10:25200};{25300:80000},,,
rideHailVehicle-033203-2012000378914-1-3746947, GlobalRHM, Car,543926.515,4175269.022,{10:25200};{25300:80000},,,
rideHailVehicle-047801-2013001201643-0-2595956, GlobalRHM, Car,543357.5528,4182440.767,{10:25200};{25300:80000},,,
rideHailVehicle-010200-2014000909482-0-1831503, GlobalRHM, Car,552367.9752,4179251.012,{10:25200};{25300:80000},,,
rideHailVehicle-010900-2013000949422-0-4882435, GlobalRHM, Car,545918.1098,4186385.991,{10:25200};{25300:80000},,,
rideHailVehicle-047600-2014000938906-0-4123682, GlobalRHM, Car,549134.9918,4180748.413,{10:25200};{25300:80000},,,
rideHailVehicle-035100-2014000688612-0-7952304, GlobalRHM, Car,542895.2783,4177885.489,{10:25200};{25300:80000},,,
rideHailVehicle-025600-2013000213997-0-5654482, GlobalRHM, Car,551399.604,4172460.889,{10:25200};{25300:80000},,,
rideHailVehicle-017000-2014001105619-0-1194190, GlobalRHM, Car,545003.5635,4178917.103,{10:25200};{25300:80000},,,
rideHailVehicle-025600-2013000213997-0-5654483, GlobalRHM, Car,552739.6587,4175825.161,{10:25200};{25300:80000},,,
rideHailVehicle-600700-2015001079908-0-1214655, GlobalRHM, Car,544940.097,4171274.216,{10:25200};{25300:80000},,,
rideHailVehicle-032802-2013000341024-2-3620310, GlobalRHM, Car,543484.8252,4175185.206,{10:25200};{25300:80000},,,
rideHailVehicle-021500-2014001179105-0-2211141, GlobalRHM, Car,553686.1476,4175301.887,{10:25200};{25300:80000},,,
rideHailVehicle-031302-2013000160510-0-5401593, GlobalRHM, Car,542870.6079,4171796.891,{10:25200};{25300:80000},,,
rideHailVehicle-016300-2014001297346-0-4377707, GlobalRHM, Car,552464.3267,4179193.634,{10:25200};{25300:80000},,,
rideHailVehicle-010600-2014001477120-0-1565718, GlobalRHM, Car,549734.1566,4178997.154,{10:25200};{25300:80000},,,
rideHailVehicle-016000-2013000348243-0-4250211, GlobalRHM, Car,552813.3279,4177139.403,{10:25200};{25300:80000},,,
rideHailVehicle-012202-2013000609715-0-5899892, GlobalRHM, Car,555579.3431,4184408.652,{10:25200};{25300:80000},,,
rideHailVehicle-023003-2012000097895-0-7695138, GlobalRHM, Car,550322.2793,4174327.145,{10:25200};{25300:80000},,,
rideHailVehicle-035400-2015000777810-0-2097386, GlobalRHM, Car,543550.6081,4178109.85,{10:25200};{25300:80000},,,
rideHailVehicle-047600-2014000038346-0-7943435, GlobalRHM, Car,542395.025,4179510.867,{10:25200};{25300:80000},,,
rideHailVehicle-030400-2013000687996-0-2096798, GlobalRHM, Car,550177.2705,4178354.022,{10:25200};{25300:80000},,,
rideHailVehicle-047702-2014000719650-0-2340911, GlobalRHM, Car,544409.5216,4179255.787,{10:25200};{25300:80000},,,
rideHailVehicle-015400-2015000437915-3-1833638, GlobalRHM, Car,544847.3769,4183998.323,{10:25200};{25300:80000},,,
rideHailVehicle-042601-2012001371043-0-1069014, GlobalRHM, Car,541003.6534,4178072.983,{10:25200};{25300:80000},,,
rideHailVehicle-013300-2013000240624-0-2595703, GlobalRHM, Car,548578.8056,4177834.454,{10:25200};{25300:80000},,,
rideHailVehicle-030600-2015000935210-0-1713071, GlobalRHM, Car,543923.0523,4177588.713,{10:25200};{25300:80000},,,
rideHailVehicle-010800-2016001385884-0-5085526, GlobalRHM, Car,555344.0565,4179603.873,{10:25200};{25300:80000},,,
rideHailVehicle-031302-2014000996485-0-4384836, GlobalRHM, Car,551260.9799,4173640.672,{10:25200};{25300:80000},,,
rideHailVehicle-012501-2013001183738-0-6409943, GlobalRHM, Car,554552.352,4177220.213,{10:25200};{25300:80000},,,
rideHailVehicle-045100-2015001319835-0-7053557, GlobalRHM, Car,550919.1014,4183090.11,{10:25200};{25300:80000},,,
rideHailVehicle-021500-2013001033977-0-4753732, GlobalRHM, Car,550425.4959,4172807.857,{10:25200};{25300:80000},,,
rideHailVehicle-031302-2013000160510-0-5401594, GlobalRHM, Car,545557.4005,4173238.906,{10:25200};{25300:80000},,,
rideHailVehicle-030301-2014000688612-0-6296471, GlobalRHM, Car,548570.0596,4182817.07,{10:25200};{25300:80000},,,
rideHailVehicle-012501-2016000706115-0-5135688, GlobalRHM, Car,553237.3551,4179422.914,{10:25200};{25300:80000},,,
rideHailVehicle-010800-2016001385884-0-5085525, GlobalRHM, Car,550821.9693,4181012.725,{10:25200};{25300:80000},,,
rideHailVehicle-032700-2012000996623-1-6679643, GlobalRHM, Car,544148.3527,4175497.015,{10:25200};{25300:80000},,,
rideHailVehicle-020600-2015000596876-0-178964, GlobalRHM, Car,551404.5593,4181952.302,{10:25200};{25300:80000},,,
rideHailVehicle-030102-2016000915765-0-7316423, GlobalRHM, Car,551099.3975,4180923.638,{10:25200};{25300:80000},,,
